"Accession"	"Description"	"Gene"	"Uniprot"	"Family"	"Score"	"Coverage"	"X..Proteins"	"X..Unique.Peptides"	"X..Peptides"	"X..PSMs"	"Area"	"X..AAs"	"MW..kDa."	"calc..pI"	"cellLine"	"replicate"	"referenceSample"	"refSampleReplicate"	"ratio"	"variability"	"count"	"condition"	"log2ratio"
"A0A0C4DGC9"	"Serine/threonine-protein kinase 35 (Fragment) OS"	"STK35"	"STK35"	"Other"	29.04	"27.09%"	3	10	10	13	3.56e+08	395	43.9	9.07	"HS11"	3	"HS11"	1	0.937	5.6	7	"HS11_3/HS11_1"	-0.0938790470029001
"A0A0C4DGM4"	"Hydroxylysine kinase OS"	"HYKK"	"HYKK"	"Metabolic"	7.65	"15.93%"	2	3	3	3	2.12e+08	226	25.6	8.62	"HS01"	1	"HS11"	1	1.136	42.4	2	"HS01_1/HS11_1"	0.183962834842595
"A0A0C4DGM4"	"Hydroxylysine kinase OS"	"HYKK"	"HYKK"	"Metabolic"	7.65	"15.93%"	2	3	3	3	2.12e+08	226	25.6	8.62	"HS01"	1	"HS11"	2	1.11	16.3	2	"HS01_1/HS11_2"	0.150559676575381
"A0A0C4DGM4"	"Hydroxylysine kinase OS"	"HYKK"	"HYKK"	"Metabolic"	7.65	"15.93%"	2	3	3	3	2.12e+08	226	25.6	8.62	"HS01"	1	"HS11"	3	0.886	8.3	2	"HS01_1/HS11_3"	-0.174621396107069
"A0A0C4DGM4"	"Hydroxylysine kinase OS"	"HYKK"	"HYKK"	"Metabolic"	7.65	"15.93%"	2	3	3	3	2.12e+08	226	25.6	8.62	"HS01"	2	"HS11"	1	0.762	52	2	"HS01_2/HS11_1"	-0.392137097168765
"A0A0C4DGM4"	"Hydroxylysine kinase OS"	"HYKK"	"HYKK"	"Metabolic"	7.65	"15.93%"	2	3	3	3	2.12e+08	226	25.6	8.62	"HS01"	2	"HS11"	2	0.805	24.8	2	"HS01_2/HS11_2"	-0.312939311660108
"A0A0C4DGM4"	"Hydroxylysine kinase OS"	"HYKK"	"HYKK"	"Metabolic"	7.65	"15.93%"	2	3	3	3	2.12e+08	226	25.6	8.62	"HS01"	2	"HS11"	3	1.214	16.1	2	"HS01_2/HS11_3"	0.279768421593595
"A0A0C4DGM4"	"Hydroxylysine kinase OS"	"HYKK"	"HYKK"	"Metabolic"	7.65	"15.93%"	2	3	3	3	2.12e+08	226	25.6	8.62	"HS01"	3	"HS11"	1	1.03	25.1	2	"HS01_3/HS11_1"	0.0426443374084937
"A0A0C4DGM4"	"Hydroxylysine kinase OS"	"HYKK"	"HYKK"	"Metabolic"	7.65	"15.93%"	2	3	3	3	2.12e+08	226	25.6	8.62	"HS01"	3	"HS11"	2	1.088	0.3	2	"HS01_3/HS11_2"	0.121678556588252
"A0A0C4DGM4"	"Hydroxylysine kinase OS"	"HYKK"	"HYKK"	"Metabolic"	7.65	"15.93%"	2	3	3	3	2.12e+08	226	25.6	8.62	"HS01"	3	"HS11"	3	1.132	18	2	"HS01_3/HS11_3"	0.178873958169795
"A0A0C4DGM4"	"Hydroxylysine kinase OS"	"HYKK"	"HYKK"	"Metabolic"	7.65	"15.93%"	2	3	3	3	2.12e+08	226	25.6	8.62	"HS11"	2	"HS11"	1	0.993	23.1	2	"HS11_2/HS11_1"	-0.0101343771337132
"A0A0C4DGM4"	"Hydroxylysine kinase OS"	"HYKK"	"HYKK"	"Metabolic"	7.65	"15.93%"	2	3	3	3	2.12e+08	226	25.6	8.62	"HS11"	3	"HS11"	1	1.026	1.6	2	"HS11_3/HS11_1"	0.037030730944967
"A6PW57"	"Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha OS"	"PIP5K1A"	"PI51A"	"Metabolic"	44.73	"23.27%"	8	8	11	23	1.19e+09	550	61.2	8.34	"HS01"	1	"HS11"	1	1.26	16.1	8	"HS01_1/HS11_1"	0.333423733725192
"A6PW57"	"Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha OS"	"PIP5K1A"	"PI51A"	"Metabolic"	44.73	"23.27%"	8	8	11	23	1.19e+09	550	61.2	8.34	"HS01"	1	"HS11"	2	1.246	19.6	8	"HS01_1/HS11_2"	0.317304068361915
"A6PW57"	"Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha OS"	"PIP5K1A"	"PI51A"	"Metabolic"	44.73	"23.27%"	8	8	11	23	1.19e+09	550	61.2	8.34	"HS01"	1	"HS11"	3	0.984	9.6	8	"HS01_1/HS11_3"	-0.0232697793228472
"A6PW57"	"Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha OS"	"PIP5K1A"	"PI51A"	"Metabolic"	44.73	"23.27%"	8	8	11	23	1.19e+09	550	61.2	8.34	"HS01"	2	"HS11"	1	0.787	17.5	8	"HS01_2/HS11_1"	-0.345564459154601
"A6PW57"	"Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha OS"	"PIP5K1A"	"PI51A"	"Metabolic"	44.73	"23.27%"	8	8	11	23	1.19e+09	550	61.2	8.34	"HS01"	2	"HS11"	2	0.888	6.6	8	"HS01_2/HS11_2"	-0.171368418311981
"A6PW57"	"Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha OS"	"PIP5K1A"	"PI51A"	"Metabolic"	44.73	"23.27%"	8	8	11	23	1.19e+09	550	61.2	8.34	"HS01"	2	"HS11"	3	1.218	9.3	8	"HS01_2/HS11_3"	0.284514133244245
"A6PW57"	"Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha OS"	"PIP5K1A"	"PI51A"	"Metabolic"	44.73	"23.27%"	8	8	11	23	1.19e+09	550	61.2	8.34	"HS01"	3	"HS11"	1	0.94	16.7	8	"HS01_3/HS11_1"	-0.0892673380970874
"A6PW57"	"Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha OS"	"PIP5K1A"	"PI51A"	"Metabolic"	44.73	"23.27%"	8	8	11	23	1.19e+09	550	61.2	8.34	"HS01"	3	"HS11"	2	0.999	12.7	8	"HS01_3/HS11_2"	-0.00144341686966872
"A6PW57"	"Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha OS"	"PIP5K1A"	"PI51A"	"Metabolic"	44.73	"23.27%"	8	8	11	23	1.19e+09	550	61.2	8.34	"HS01"	3	"HS11"	3	1.034	19.4	8	"HS01_3/HS11_3"	0.0482361856528476
"A6PW57"	"Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha OS"	"PIP5K1A"	"PI51A"	"Metabolic"	44.73	"23.27%"	8	8	11	23	1.19e+09	550	61.2	8.34	"HS11"	2	"HS11"	1	0.914	16.5	8	"HS11_2/HS11_1"	-0.129733929604017
"A6PW57"	"Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha OS"	"PIP5K1A"	"PI51A"	"Metabolic"	44.73	"23.27%"	8	8	11	23	1.19e+09	550	61.2	8.34	"HS11"	3	"HS11"	1	0.903	14	8	"HS11_3/HS11_1"	-0.147202107181229
"B1AVT0"	"Dual-specificity protein kinase CLK2 OS"	"CLK2"	"CLK2"	"CMGC"	5.07	"5.03%"	2	2	2	2	1.03e+08	497	59.8	9.66	"HS01"	1	"HS11"	1	0.85	2.6	2	"HS01_1/HS11_1"	-0.234465253637023
"B1AVT0"	"Dual-specificity protein kinase CLK2 OS"	"CLK2"	"CLK2"	"CMGC"	5.07	"5.03%"	2	2	2	2	1.03e+08	497	59.8	9.66	"HS01"	1	"HS11"	2	1	10	2	"HS01_1/HS11_2"	0
"B1AVT0"	"Dual-specificity protein kinase CLK2 OS"	"CLK2"	"CLK2"	"CMGC"	5.07	"5.03%"	2	2	2	2	1.03e+08	497	59.8	9.66	"HS01"	1	"HS11"	3	1.413	59.3	2	"HS01_1/HS11_3"	0.498761465671852
"B1AVT0"	"Dual-specificity protein kinase CLK2 OS"	"CLK2"	"CLK2"	"CMGC"	5.07	"5.03%"	2	2	2	2	1.03e+08	497	59.8	9.66	"HS01"	2	"HS11"	1	1.625	56.1	2	"HS01_2/HS11_1"	0.700439718141092
"B1AVT0"	"Dual-specificity protein kinase CLK2 OS"	"CLK2"	"CLK2"	"CMGC"	5.07	"5.03%"	2	2	2	2	1.03e+08	497	59.8	9.66	"HS01"	2	"HS11"	2	1.426	72.4	2	"HS01_2/HS11_2"	0.511973981781801
"B1AVT0"	"Dual-specificity protein kinase CLK2 OS"	"CLK2"	"CLK2"	"CMGC"	5.07	"5.03%"	2	2	2	2	1.03e+08	497	59.8	9.66	"HS01"	2	"HS11"	3	1.202	9.6	2	"HS01_2/HS11_3"	0.265436896049098
"B1AVT0"	"Dual-specificity protein kinase CLK2 OS"	"CLK2"	"CLK2"	"CMGC"	5.07	"5.03%"	2	2	2	2	1.03e+08	497	59.8	9.66	"HS01"	3	"HS11"	1	1.363	7	2	"HS01_3/HS11_1"	0.446785562143122
"B1AVT0"	"Dual-specificity protein kinase CLK2 OS"	"CLK2"	"CLK2"	"CMGC"	5.07	"5.03%"	2	2	2	2	1.03e+08	497	59.8	9.66	"HS01"	3	"HS11"	2	1.196	19.8	2	"HS01_3/HS11_2"	0.258217389536018
"B1AVT0"	"Dual-specificity protein kinase CLK2 OS"	"CLK2"	"CLK2"	"CMGC"	5.07	"5.03%"	2	2	2	2	1.03e+08	497	59.8	9.66	"HS01"	3	"HS11"	3	1.044	14.2	2	"HS01_3/HS11_3"	0.0621217119077975
"B1AVT0"	"Dual-specificity protein kinase CLK2 OS"	"CLK2"	"CLK2"	"CMGC"	5.07	"5.03%"	2	2	2	2	1.03e+08	497	59.8	9.66	"HS11"	2	"HS11"	1	1.223	11.5	2	"HS11_2/HS11_1"	0.2904244038653
"B1AVT0"	"Dual-specificity protein kinase CLK2 OS"	"CLK2"	"CLK2"	"CMGC"	5.07	"5.03%"	2	2	2	2	1.03e+08	497	59.8	9.66	"HS11"	3	"HS11"	1	1.05	24.5	2	"HS11_3/HS11_1"	0.070389327891398
"B4DR80"	"Serine/threonine-protein kinase 24 OS"	"STK24"	"STK24"	"STE"	93.69	"51.21%"	5	10	18	44	2.18e+09	412	45.8	5.58	"HS01"	1	"HS11"	1	0.857	14.1	23	"HS01_1/HS11_1"	-0.222632890549587
"B4DR80"	"Serine/threonine-protein kinase 24 OS"	"STK24"	"STK24"	"STE"	93.69	"51.21%"	5	10	18	44	2.18e+09	412	45.8	5.58	"HS01"	1	"HS11"	2	0.818	13.2	23	"HS01_1/HS11_2"	-0.289827251720338
"B4DR80"	"Serine/threonine-protein kinase 24 OS"	"STK24"	"STK24"	"STE"	93.69	"51.21%"	5	10	18	44	2.18e+09	412	45.8	5.58	"HS01"	1	"HS11"	3	0.965	10.2	23	"HS01_1/HS11_3"	-0.0513991525066443
"B4DR80"	"Serine/threonine-protein kinase 24 OS"	"STK24"	"STK24"	"STE"	93.69	"51.21%"	5	10	18	44	2.18e+09	412	45.8	5.58	"HS01"	2	"HS11"	1	1.064	16.9	23	"HS01_2/HS11_1"	0.0894981508391026
"B4DR80"	"Serine/threonine-protein kinase 24 OS"	"STK24"	"STK24"	"STE"	93.69	"51.21%"	5	10	18	44	2.18e+09	412	45.8	5.58	"HS01"	2	"HS11"	2	1.134	16.8	23	"HS01_2/HS11_2"	0.181420640280142
"B4DR80"	"Serine/threonine-protein kinase 24 OS"	"STK24"	"STK24"	"STE"	93.69	"51.21%"	5	10	18	44	2.18e+09	412	45.8	5.58	"HS01"	2	"HS11"	3	0.816	14.9	23	"HS01_2/HS11_3"	-0.293358942690592
"B4DR80"	"Serine/threonine-protein kinase 24 OS"	"STK24"	"STK24"	"STE"	93.69	"51.21%"	5	10	18	44	2.18e+09	412	45.8	5.58	"HS01"	3	"HS11"	1	0.92	9.2	23	"HS01_3/HS11_1"	-0.120294233717712
"B4DR80"	"Serine/threonine-protein kinase 24 OS"	"STK24"	"STK24"	"STE"	93.69	"51.21%"	5	10	18	44	2.18e+09	412	45.8	5.58	"HS01"	3	"HS11"	2	0.953	17.4	23	"HS01_3/HS11_2"	-0.0694518807521452
"B4DR80"	"Serine/threonine-protein kinase 24 OS"	"STK24"	"STK24"	"STE"	93.69	"51.21%"	5	10	18	44	2.18e+09	412	45.8	5.58	"HS01"	3	"HS11"	3	0.88	14.8	23	"HS01_3/HS11_3"	-0.184424571137427
"B4DR80"	"Serine/threonine-protein kinase 24 OS"	"STK24"	"STK24"	"STE"	93.69	"51.21%"	5	10	18	44	2.18e+09	412	45.8	5.58	"HS11"	2	"HS11"	1	1.05	22.7	23	"HS11_2/HS11_1"	0.070389327891398
"B4DR80"	"Serine/threonine-protein kinase 24 OS"	"STK24"	"STK24"	"STE"	93.69	"51.21%"	5	10	18	44	2.18e+09	412	45.8	5.58	"HS11"	3	"HS11"	1	1.115	31.6	23	"HS11_3/HS11_1"	0.15704371014558
"B4DTS2"	"Serine/threonine-protein kinase OS"	"PRKD2"	"KPCD2"	"CAMK"	274.44	"48.09%"	16	23	30	136	5.43e+09	888	97.7	6.84	"HS01"	1	"HS11"	1	1.205	26.5	62	"HS01_1/HS11_1"	0.269033146455237
"B4DTS2"	"Serine/threonine-protein kinase OS"	"PRKD2"	"KPCD2"	"CAMK"	274.44	"48.09%"	16	23	30	136	5.43e+09	888	97.7	6.84	"HS01"	1	"HS11"	2	1.179	25.6	62	"HS01_1/HS11_2"	0.237563718317676
"B4DTS2"	"Serine/threonine-protein kinase OS"	"PRKD2"	"KPCD2"	"CAMK"	274.44	"48.09%"	16	23	30	136	5.43e+09	888	97.7	6.84	"HS01"	1	"HS11"	3	0.949	17.4	62	"HS01_1/HS11_3"	-0.0755200076409777
"B4DTS2"	"Serine/threonine-protein kinase OS"	"PRKD2"	"KPCD2"	"CAMK"	274.44	"48.09%"	16	23	30	136	5.43e+09	888	97.7	6.84	"HS01"	2	"HS11"	1	0.817	32.1	62	"HS01_2/HS11_1"	-0.291592016516404
"B4DTS2"	"Serine/threonine-protein kinase OS"	"PRKD2"	"KPCD2"	"CAMK"	274.44	"48.09%"	16	23	30	136	5.43e+09	888	97.7	6.84	"HS01"	2	"HS11"	2	0.851	26.2	62	"HS01_2/HS11_2"	-0.232768962976124
"B4DTS2"	"Serine/threonine-protein kinase OS"	"PRKD2"	"KPCD2"	"CAMK"	274.44	"48.09%"	16	23	30	136	5.43e+09	888	97.7	6.84	"HS01"	2	"HS11"	3	1.16	30.9	62	"HS01_2/HS11_3"	0.214124805352847
"B4DTS2"	"Serine/threonine-protein kinase OS"	"PRKD2"	"KPCD2"	"CAMK"	274.44	"48.09%"	16	23	30	136	5.43e+09	888	97.7	6.84	"HS01"	3	"HS11"	1	0.993	15.9	62	"HS01_3/HS11_1"	-0.0101343771337132
"B4DTS2"	"Serine/threonine-protein kinase OS"	"PRKD2"	"KPCD2"	"CAMK"	274.44	"48.09%"	16	23	30	136	5.43e+09	888	97.7	6.84	"HS01"	3	"HS11"	2	1.052	13.5	62	"HS01_3/HS11_2"	0.0731347046302154
"B4DTS2"	"Serine/threonine-protein kinase OS"	"PRKD2"	"KPCD2"	"CAMK"	274.44	"48.09%"	16	23	30	136	5.43e+09	888	97.7	6.84	"HS01"	3	"HS11"	3	1.133	25.3	62	"HS01_3/HS11_3"	0.180147861158429
"B4DTS2"	"Serine/threonine-protein kinase OS"	"PRKD2"	"KPCD2"	"CAMK"	274.44	"48.09%"	16	23	30	136	5.43e+09	888	97.7	6.84	"HS11"	2	"HS11"	1	0.939	21	62	"HS11_2/HS11_1"	-0.0908029370083126
"B4DTS2"	"Serine/threonine-protein kinase OS"	"PRKD2"	"KPCD2"	"CAMK"	274.44	"48.09%"	16	23	30	136	5.43e+09	888	97.7	6.84	"HS11"	3	"HS11"	1	0.986	19.2	62	"HS11_3/HS11_1"	-0.0203404482841755
"B5MC51"	"LIM domain kinase 2 OS"	"LIMK2"	"LIMK2"	"TKL"	44.66	"20.03%"	2	12	13	28	5.25e+08	629	71.1	7.15	"HS01"	1	"HS11"	1	1.066	6.7	16	"HS01_1/HS11_1"	0.0922074380970889
"B5MC51"	"LIM domain kinase 2 OS"	"LIMK2"	"LIMK2"	"TKL"	44.66	"20.03%"	2	12	13	28	5.25e+08	629	71.1	7.15	"HS01"	1	"HS11"	2	1.026	10.3	16	"HS01_1/HS11_2"	0.037030730944967
"B5MC51"	"LIM domain kinase 2 OS"	"LIMK2"	"LIMK2"	"TKL"	44.66	"20.03%"	2	12	13	28	5.25e+08	629	71.1	7.15	"HS01"	1	"HS11"	3	1.038	13.8	16	"HS01_1/HS11_3"	0.0538064436957938
"B5MC51"	"LIM domain kinase 2 OS"	"LIMK2"	"LIMK2"	"TKL"	44.66	"20.03%"	2	12	13	28	5.25e+08	629	71.1	7.15	"HS01"	2	"HS11"	1	0.952	15.1	16	"HS01_2/HS11_1"	-0.0709665213541436
"B5MC51"	"LIM domain kinase 2 OS"	"LIMK2"	"LIMK2"	"TKL"	44.66	"20.03%"	2	12	13	28	5.25e+08	629	71.1	7.15	"HS01"	2	"HS11"	2	0.964	16.5	16	"HS01_2/HS11_2"	-0.0528949484321255
"B5MC51"	"LIM domain kinase 2 OS"	"LIMK2"	"LIMK2"	"TKL"	44.66	"20.03%"	2	12	13	28	5.25e+08	629	71.1	7.15	"HS01"	2	"HS11"	3	1.079	8.4	16	"HS01_2/HS11_3"	0.10969486482593
"B5MC51"	"LIM domain kinase 2 OS"	"LIMK2"	"LIMK2"	"TKL"	44.66	"20.03%"	2	12	13	28	5.25e+08	629	71.1	7.15	"HS01"	3	"HS11"	1	0.966	15	16	"HS01_3/HS11_1"	-0.0499049058263139
"B5MC51"	"LIM domain kinase 2 OS"	"LIMK2"	"LIMK2"	"TKL"	44.66	"20.03%"	2	12	13	28	5.25e+08	629	71.1	7.15	"HS01"	3	"HS11"	2	1.027	17.4	16	"HS01_3/HS11_2"	0.0384361816561079
"B5MC51"	"LIM domain kinase 2 OS"	"LIMK2"	"LIMK2"	"TKL"	44.66	"20.03%"	2	12	13	28	5.25e+08	629	71.1	7.15	"HS01"	3	"HS11"	3	1.038	13.2	16	"HS01_3/HS11_3"	0.0538064436957938
"B5MC51"	"LIM domain kinase 2 OS"	"LIMK2"	"LIMK2"	"TKL"	44.66	"20.03%"	2	12	13	28	5.25e+08	629	71.1	7.15	"HS11"	2	"HS11"	1	0.959	14	16	"HS11_2/HS11_1"	-0.0603972796439563
"B5MC51"	"LIM domain kinase 2 OS"	"LIMK2"	"LIMK2"	"TKL"	44.66	"20.03%"	2	12	13	28	5.25e+08	629	71.1	7.15	"HS11"	3	"HS11"	1	1.046	11.1	16	"HS11_3/HS11_1"	0.0648828515848544
"C9J5X1"	"Tyrosine-protein kinase receptor OS"	"IGF1R"	"IGF1R"	"TK"	186.41	"32.21%"	5	36	38	93	1.45e+09	1366	154.7	5.83	"HS01"	1	"HS11"	1	0.925	13.3	54	"HS01_1/HS11_1"	-0.112474729258412
"C9J5X1"	"Tyrosine-protein kinase receptor OS"	"IGF1R"	"IGF1R"	"TK"	186.41	"32.21%"	5	36	38	93	1.45e+09	1366	154.7	5.83	"HS01"	1	"HS11"	2	0.946	19.3	54	"HS01_1/HS11_2"	-0.0800879113226919
"C9J5X1"	"Tyrosine-protein kinase receptor OS"	"IGF1R"	"IGF1R"	"TK"	186.41	"32.21%"	5	36	38	93	1.45e+09	1366	154.7	5.83	"HS01"	1	"HS11"	3	1.129	33	54	"HS01_1/HS11_3"	0.175045486110914
"C9J5X1"	"Tyrosine-protein kinase receptor OS"	"IGF1R"	"IGF1R"	"TK"	186.41	"32.21%"	5	36	38	93	1.45e+09	1366	154.7	5.83	"HS01"	2	"HS11"	1	1.141	35.1	54	"HS01_2/HS11_1"	0.190298791626595
"C9J5X1"	"Tyrosine-protein kinase receptor OS"	"IGF1R"	"IGF1R"	"TK"	186.41	"32.21%"	5	36	38	93	1.45e+09	1366	154.7	5.83	"HS01"	2	"HS11"	2	1.166	31.2	54	"HS01_2/HS11_2"	0.221567788538409
"C9J5X1"	"Tyrosine-protein kinase receptor OS"	"IGF1R"	"IGF1R"	"TK"	186.41	"32.21%"	5	36	38	93	1.45e+09	1366	154.7	5.83	"HS01"	2	"HS11"	3	1.014	19.6	54	"HS01_2/HS11_3"	0.0200576523412535
"C9J5X1"	"Tyrosine-protein kinase receptor OS"	"IGF1R"	"IGF1R"	"TK"	186.41	"32.21%"	5	36	38	93	1.45e+09	1366	154.7	5.83	"HS01"	3	"HS11"	1	1.124	15.3	54	"HS01_3/HS11_1"	0.168642035558839
"C9J5X1"	"Tyrosine-protein kinase receptor OS"	"IGF1R"	"IGF1R"	"TK"	186.41	"32.21%"	5	36	38	93	1.45e+09	1366	154.7	5.83	"HS01"	3	"HS11"	2	1.1	14.5	54	"HS01_3/HS11_2"	0.137503523749935
"C9J5X1"	"Tyrosine-protein kinase receptor OS"	"IGF1R"	"IGF1R"	"TK"	186.41	"32.21%"	5	36	38	93	1.45e+09	1366	154.7	5.83	"HS01"	3	"HS11"	3	1.034	18.6	54	"HS01_3/HS11_3"	0.0482361856528476
"C9J5X1"	"Tyrosine-protein kinase receptor OS"	"IGF1R"	"IGF1R"	"TK"	186.41	"32.21%"	5	36	38	93	1.45e+09	1366	154.7	5.83	"HS11"	2	"HS11"	1	1.133	22	54	"HS11_2/HS11_1"	0.180147861158429
"C9J5X1"	"Tyrosine-protein kinase receptor OS"	"IGF1R"	"IGF1R"	"TK"	186.41	"32.21%"	5	36	38	93	1.45e+09	1366	154.7	5.83	"HS11"	3	"HS11"	1	1.127	21.4	54	"HS11_3/HS11_1"	0.172487515510134
"C9JSU7"	"STE20-related kinase adapter protein beta (Fragment) OS"	"STRADB"	"STRAB"	"STE"	2.15	"5.67%"	2	1	1	1	78900000	194	22	9.67	"HS01"	1	"HS11"	1	0.728	NA	1	"HS01_1/HS11_1"	-0.457989644463391
"C9JSU7"	"STE20-related kinase adapter protein beta (Fragment) OS"	"STRADB"	"STRAB"	"STE"	2.15	"5.67%"	2	1	1	1	78900000	194	22	9.67	"HS01"	1	"HS11"	2	0.918	NA	1	"HS01_1/HS11_2"	-0.123433941248279
"C9JSU7"	"STE20-related kinase adapter protein beta (Fragment) OS"	"STRADB"	"STRAB"	"STE"	2.15	"5.67%"	2	1	1	1	78900000	194	22	9.67	"HS01"	1	"HS11"	3	1.012	NA	1	"HS01_1/HS11_3"	0.0172092900322231
"C9JSU7"	"STE20-related kinase adapter protein beta (Fragment) OS"	"STRADB"	"STRAB"	"STE"	2.15	"5.67%"	2	1	1	1	78900000	194	22	9.67	"HS01"	2	"HS11"	1	1.359	NA	1	"HS01_2/HS11_1"	0.442545456105304
"C9JSU7"	"STE20-related kinase adapter protein beta (Fragment) OS"	"STRADB"	"STRAB"	"STE"	2.15	"5.67%"	2	1	1	1	78900000	194	22	9.67	"HS01"	2	"HS11"	2	1.112	NA	1	"HS01_2/HS11_2"	0.153156788061421
"C9JSU7"	"STE20-related kinase adapter protein beta (Fragment) OS"	"STRADB"	"STRAB"	"STE"	2.15	"5.67%"	2	1	1	1	78900000	194	22	9.67	"HS01"	2	"HS11"	3	0.883	NA	1	"HS01_2/HS11_3"	-0.179514657013621
"C9JSU7"	"STE20-related kinase adapter protein beta (Fragment) OS"	"STRADB"	"STRAB"	"STE"	2.15	"5.67%"	2	1	1	1	78900000	194	22	9.67	"HS01"	3	"HS11"	1	1.169	NA	1	"HS01_3/HS11_1"	0.225274929869569
"C9JSU7"	"STE20-related kinase adapter protein beta (Fragment) OS"	"STRADB"	"STRAB"	"STE"	2.15	"5.67%"	2	1	1	1	78900000	194	22	9.67	"HS01"	3	"HS11"	2	0.957	NA	1	"HS01_3/HS11_2"	-0.0634091701760615
"C9JSU7"	"STE20-related kinase adapter protein beta (Fragment) OS"	"STRADB"	"STRAB"	"STE"	2.15	"5.67%"	2	1	1	1	78900000	194	22	9.67	"HS01"	3	"HS11"	3	0.829	NA	1	"HS01_3/HS11_3"	-0.270555993166337
"C9JSU7"	"STE20-related kinase adapter protein beta (Fragment) OS"	"STRADB"	"STRAB"	"STE"	2.15	"5.67%"	2	1	1	1	78900000	194	22	9.67	"HS11"	2	"HS11"	1	1.134	NA	1	"HS11_2/HS11_1"	0.181420640280142
"C9JSU7"	"STE20-related kinase adapter protein beta (Fragment) OS"	"STRADB"	"STRAB"	"STE"	2.15	"5.67%"	2	1	1	1	78900000	194	22	9.67	"HS11"	3	"HS11"	1	0.909	NA	1	"HS11_3/HS11_1"	-0.13764780046798
"C9JXA2"	"Receptor protein-tyrosine kinase OS"	"EPHA3"	"EPHA3"	"TK"	6.75	"3.38%"	5	2	3	4	4.7e+08	918	103.1	6.62	"HS01"	1	"HS11"	1	1.189	NA	1	"HS01_1/HS11_1"	0.249748715083569
"C9JXA2"	"Receptor protein-tyrosine kinase OS"	"EPHA3"	"EPHA3"	"TK"	6.75	"3.38%"	5	2	3	4	4.7e+08	918	103.1	6.62	"HS01"	1	"HS11"	2	1.182	NA	1	"HS01_1/HS11_2"	0.241230035515445
"C9JXA2"	"Receptor protein-tyrosine kinase OS"	"EPHA3"	"EPHA3"	"TK"	6.75	"3.38%"	5	2	3	4	4.7e+08	918	103.1	6.62	"HS01"	1	"HS11"	3	1.741	NA	1	"HS01_1/HS11_3"	0.799916202989014
"C9JXA2"	"Receptor protein-tyrosine kinase OS"	"EPHA3"	"EPHA3"	"TK"	6.75	"3.38%"	5	2	3	4	4.7e+08	918	103.1	6.62	"HS01"	2	"HS11"	1	1.432	NA	1	"HS01_2/HS11_1"	0.518031492602169
"C9JXA2"	"Receptor protein-tyrosine kinase OS"	"EPHA3"	"EPHA3"	"TK"	6.75	"3.38%"	5	2	3	4	4.7e+08	918	103.1	6.62	"HS01"	2	"HS11"	2	1.486	NA	1	"HS01_2/HS11_2"	0.571434115876509
"C9JXA2"	"Receptor protein-tyrosine kinase OS"	"EPHA3"	"EPHA3"	"TK"	6.75	"3.38%"	5	2	3	4	4.7e+08	918	103.1	6.62	"HS01"	2	"HS11"	3	1.709	NA	1	"HS01_2/HS11_3"	0.773152397014052
"C9JXA2"	"Receptor protein-tyrosine kinase OS"	"EPHA3"	"EPHA3"	"TK"	6.75	"3.38%"	5	2	3	4	4.7e+08	918	103.1	6.62	"HS01"	3	"HS11"	1	1.386	NA	1	"HS01_3/HS11_1"	0.470927257475127
"C9JXA2"	"Receptor protein-tyrosine kinase OS"	"EPHA3"	"EPHA3"	"TK"	6.75	"3.38%"	5	2	3	4	4.7e+08	918	103.1	6.62	"HS01"	3	"HS11"	2	1.438	NA	1	"HS01_3/HS11_2"	0.524063675777211
"C9JXA2"	"Receptor protein-tyrosine kinase OS"	"EPHA3"	"EPHA3"	"TK"	6.75	"3.38%"	5	2	3	4	4.7e+08	918	103.1	6.62	"HS01"	3	"HS11"	3	1.435	NA	1	"HS01_3/HS11_3"	0.521050736900963
"C9JXA2"	"Receptor protein-tyrosine kinase OS"	"EPHA3"	"EPHA3"	"TK"	6.75	"3.38%"	5	2	3	4	4.7e+08	918	103.1	6.62	"HS11"	2	"HS11"	1	1.202	NA	1	"HS11_2/HS11_1"	0.265436896049098
"C9JXA2"	"Receptor protein-tyrosine kinase OS"	"EPHA3"	"EPHA3"	"TK"	6.75	"3.38%"	5	2	3	4	4.7e+08	918	103.1	6.62	"HS11"	3	"HS11"	1	1.22	NA	1	"HS11_3/HS11_1"	0.286881147788162
"D3YTB5"	"Interleukin-1 receptor-associated kinase 1 OS"	"IRAK1"	"IRAK1"	"TKL"	30.91	"19.07%"	11	9	10	18	3.51e+09	708	76	7.02	"HS01"	1	"HS11"	1	1.655	39.1	8	"HS01_1/HS11_1"	0.726831217032493
